handle,content,tweet_replies,tweet_retweets,tweets_favorites,published_date,user_description,total_status_counts,total_followers,total_favorites,total_friends,account_created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,no_of_hashtags,no_of_urls
tofu666,if you missed it earlier  caramelized onion tart  mini peppers w  daiya  cauliflower   paprika soup    vegan,NA,1,1,10/25/2011 2:48,What The Hell _Does_ A Vegan Eat Anyway?,3046,5366,5,1280,4/11/2007 19:45,FALSE,FALSE,tofu666,,en,4233121,323,FALSE,1,1
tofu666,if you missed it earlier  eggplant fries  w recipe     vegan,NA,2,1,7/29/2011 3:13,What The Hell _Does_ A Vegan Eat Anyway?,3046,5366,5,1280,4/11/2007 19:45,FALSE,FALSE,tofu666,,en,4233121,323,FALSE,1,1
tofu666,if you missed it earlier     makin  seitan  the video    vegan,NA,2,2,6/13/2011 23:06,What The Hell _Does_ A Vegan Eat Anyway?,3046,5366,5,1280,4/11/2007 19:45,FALSE,FALSE,tofu666,,en,4233121,323,FALSE,1,1
tofu666,if you missed it earlier  gumbo z herbes w hickory smoked grilled tofu   blackened okra  w recipes     vegan,NA,2,2,3/25/2011 1:43,What The Hell _Does_ A Vegan Eat Anyway?,3046,5366,5,1280,4/11/2007 19:45,FALSE,FALSE,tofu666,,en,4233121,323,FALSE,1,1
tofu666,if you missed it earlier  seitan stew flamb d w irish whiskey  colcannon  beer gravy   soda farls w recipe   vegan,NA,1,3,3/23/2011 7:04,What The Hell _Does_ A Vegan Eat Anyway?,3046,5366,5,1280,4/11/2007 19:45,FALSE,FALSE,tofu666,,en,4233121,323,FALSE,1,1
tofu666,if you missed it earlier  we made a terrine  w step by step instructions   pix     vegan,1,NA,2,12/13/2011 1:23,What The Hell _Does_ A Vegan Eat Anyway?,3046,5366,5,1280,4/11/2007 19:45,FALSE,FALSE,tofu666,,en,4233121,323,FALSE,1,1
tofu666,chicago style deep dish pizza   vegan,NA,1,2,10/28/2011 1:11,What The Hell _Does_ A Vegan Eat Anyway?,3046,5366,5,1280,4/11/2007 19:45,FALSE,FALSE,tofu666,,en,4233121,323,FALSE,1,1
tofuandwhiskey,seven  vegan brunch dishes you must try before you die   tofudearest  fb,NA,2,1,5/18/2011 21:28,"formerly SF Bay Guardian (RIP), published by @VC_Reporter, @EdibleVC @bust_magazine @sfweekly // professional social media-ist // dogs // <U+24E5> // opinions my own",17215,2713,20826,2479,12/16/2009 21:32,FALSE,FALSE,tofuandwhiskey,"Ventura, CA",en,97293474,155,FALSE,3,1
tofuttibrand,actor russell brand   rustyrockets  has gone  vegan after viewing documentary   forks over knives     vegnews  ,NA,6,1,10/27/2011 0:56,"Tofutti is a dairy-free, soy based brand with a range of  products, including dairy-free cheeses, frozen desserts and foods.",2308,7468,64,162,7/12/2010 21:03,FALSE,FALSE,tofuttibrand,"Cranford, New Jersey",en,165904331,205,FALSE,1,1
tolerantvegan,do you guys want some chicken pot pie without the chicken or the hard work  i can help     vegan  potpie  comfortfood,NA,5,NA,12/7/2011 7:16,"why yes, I would like more cake.",1241,779,14,757,12/29/2010 17:54,FALSE,FALSE,tolerantvegan,"Brooklyn, NY",en,231870065,38,FALSE,3,1
tomatom,bookings are now officially open for the melbourne fringe food festival  vegan dinner with  nicpoelaert on sept 7 ,1,5,NA,8/25/2011 6:52,"Sometime food writer, food blogger, financial journalist & social media type. Johnnie come lately author. Drinks amaros. Pats small dogs and trills at cats.",37535,10890,2820,1698,1/26/2008 6:32,FALSE,FALSE,tomatom,"Johannesburg, South Africa",en,12711502,481,FALSE,1,1
tomookamura,                                                                          ,NA,NA,NA,4/8/2011 9:15,"<U+9326><U+7CF8><U+753A><U+7523><U+307E><U+308C><U+9326><U+7CF8><U+753A><U+80B2><U+3061>!
<U+6BDB><U+6DF1><U+305D><U+3046><U+306A><U+3084><U+3064><U+306F><U+3001><U+3060><U+3044><U+305F><U+3044><U+53CB><U+9054>!

<U+7ACB><U+6559><U+30B9><U+30AB><U+30C3><U+30B7><U+30E5><U+3001><U+30B3><U+30DF><U+798F><U+3067><U+30CC><U+30AF><U+30CC><U+30AF><U+3068><U+80B2><U+3066><U+3089><U+308C><U+307E><U+3057><U+305F><U+3002>

<U+30DB><U+30EB><U+30E2><U+30F3><U+3001>10-FEET<U+3001>MONGOL800<U+3001><U+30B5><U+30F3><U+30DC><U+3001><U+30D3><U+30FC><U+30EB><U+3001><U+30B9><U+30AB><U+30C3><U+30B7><U+30E5><U+3092><U+4E0E><U+3048><U+3066><U+304F><U+3060><U+3055><U+3044><U+3002><U+3061><U+3087><U+3046><U+3069><U+3088><U+304F><U+3001><U+80B2><U+3061><U+307E><U+3059>!",23267,214,487,220,2/5/2010 13:12,FALSE,FALSE,tomookamura,<U+9326><U+7CF8><U+753A>  <U+897F><U+5DDD><U+53E3> <U+4E94><U+9999>,ja,111588674,4,FALSE,0,1
TOMS,check out this fun  instructional  video  for ideas on how you can style your toms  vegan wrap boots ,5,18,10,12/22/2011 7:30,"Est. 2006 Venice, CA",30394,1962738,28888,211981,6/4/2008 21:05,FALSE,TRUE,TOMS,"Los Angeles, CA",en,15010370,7822,FALSE,1,1
tonyakay, vegetarian athletes share  top sources for animal free protein   rawfood  vegan  veggiebuzz,NA,4,NA,1/20/2011 23:17,"The Most Dangerous Woman In Hollywood - brutally elegant actress, film/tv director, burlesque headliner, raw vegan renegade @pinuppoleshow @danger_arts",42001,6838,81834,690,6/27/2008 3:38,FALSE,TRUE,tonyakay,"Los Angeles, CA",en,15251411,289,FALSE,4,1
TorontoPigSave,check this video out  toronto subway riders come face to face with farm  animals  via  youtube  foodjustice  ttc  vegan,NA,1,2,12/6/2011 21:46,Toronto Pig Save bears witness of animals sent to slaughter using a love-based community organizing approach TorontoPigSave@gmail.com,7868,12984,10324,3392,7/13/2011 22:56,FALSE,FALSE,TorontoPigSave,,en,334957991,224,FALSE,5,1
TorontoVeg,students  did you catch  nowtoronto   s  viva la  vegan  cheap eats section  compassion    on a budget    toronto,1,7,3,8/31/2011 19:25,The Toronto Vegetarian Association is Toronto's go to resource for all things veg. With posts by Barbi and Emily!,14224,11209,186,1172,11/26/2008 17:20,FALSE,FALSE,TorontoVeg,Toronto,en,17654421,403,FALSE,2,1
TorontoVeg,lots of great  vegetarian    vegan stuff at whole foods   10 for  20 of goods  ,1,2,1,11/9/2011 20:52,The Toronto Vegetarian Association is Toronto's go to resource for all things veg. With posts by Barbi and Emily!,14224,11209,186,1172,11/26/2008 17:20,FALSE,FALSE,TorontoVeg,Toronto,en,17654421,403,FALSE,2,1
TorontoVeg,toronto  we ve got your list of  vegan easter treats right here    makingdentistsrich,NA,2,NA,4/15/2011 20:30,The Toronto Vegetarian Association is Toronto's go to resource for all things veg. With posts by Barbi and Emily!,14224,11209,186,1172,11/26/2008 17:20,FALSE,FALSE,TorontoVeg,Toronto,en,17654421,403,FALSE,2,1
TorontoVeg,happy july  lots of great new  vegetarian    vegan stuff in  toronto and the  gta  see our directory updates for details ,NA,2,2,7/4/2011 2:16,The Toronto Vegetarian Association is Toronto's go to resource for all things veg. With posts by Barbi and Emily!,14224,11209,186,1172,11/26/2008 17:20,FALSE,FALSE,TorontoVeg,Toronto,en,17654421,403,FALSE,4,1
TorontoVeg, 19 for  40 worth at rancho relaxo  they will make anything on the menu  vegan  plus deep fried  ice cream    toronto,NA,NA,1,3/15/2011 18:22,The Toronto Vegetarian Association is Toronto's go to resource for all things veg. With posts by Barbi and Emily!,14224,11209,186,1172,11/26/2008 17:20,FALSE,FALSE,TorontoVeg,Toronto,en,17654421,403,FALSE,2,1
TorontoVeg,new  vegetarian    vegan brunch menus at toronto s teatree cafe and live organic food bar   check em out this weekend  ,NA,2,2,1/29/2011 3:10,The Toronto Vegetarian Association is Toronto's go to resource for all things veg. With posts by Barbi and Emily!,14224,11209,186,1172,11/26/2008 17:20,FALSE,FALSE,TorontoVeg,Toronto,en,17654421,403,FALSE,2,1
TPPratt, daiyacheese  i made   vegan  cheez its  using your glorious product  ,NA,3,5,4/12/2011 1:55,"I'm into pickles, whiskey, digital marketing, and pajamas.",39017,1543,4214,2014,1/21/2010 1:39,FALSE,FALSE,TPPratt,Nowhere fast.,en,106907161,81,FALSE,1,1
TPPratt,i prefer sporks over knives    vegan,NA,3,1,5/17/2011 20:10,"I'm into pickles, whiskey, digital marketing, and pajamas.",39017,1543,4214,2014,1/21/2010 1:39,FALSE,FALSE,TPPratt,Nowhere fast.,en,106907161,81,FALSE,1,0
TPPratt, vegan new post  pumpkin ricotta lasagna  welcome to autumn    whatveganseat   libportions,NA,1,1,9/29/2011 19:40,"I'm into pickles, whiskey, digital marketing, and pajamas.",39017,1543,4214,2014,1/21/2010 1:39,FALSE,FALSE,TPPratt,Nowhere fast.,en,106907161,81,FALSE,3,1
TravelzooCHI,3 course chic  vegan dinner for two at one low price  ,NA,6,NA,7/26/2011 1:53,"Tweeting the best travel, entertainment and Local Deals selected by Deal Experts worldwide. Need help? http://t.co/mH1G2SAjk8",4914,2387,2,1266,12/17/2009 20:27,FALSE,FALSE,TravelzooCHI,Chicago,en,97518663,155,FALSE,1,1
TreeHugger,coffee and cream sorbet  a quick and cheap dessert for  christmas   vegan,NA,5,3,12/23/2011 21:41,"Links, Ideas and Conversation from the TreeHugger hive mind, the latest in modern green.",48027,351751,707,5846,5/3/2008 4:09,FALSE,TRUE,TreeHugger,"New York, USA",en,14634720,13946,FALSE,2,1
TreeHugger,whoa   vegan magazine claims meat is   vegan ,NA,6,2,4/15/2011 23:15,"Links, Ideas and Conversation from the TreeHugger hive mind, the latest in modern green.",48027,351751,707,5846,5/3/2008 4:09,FALSE,TRUE,TreeHugger,"New York, USA",en,14634720,13946,FALSE,1,1
TreeHugger,a cheese lover s epiphany  vegan pizza doesn t suck   pizza  vegan,NA,7,1,11/5/2011 0:30,"Links, Ideas and Conversation from the TreeHugger hive mind, the latest in modern green.",48027,351751,707,5846,5/3/2008 4:09,FALSE,TRUE,TreeHugger,"New York, USA",en,14634720,13946,FALSE,2,1
TreeHugger,my 12 easy gourmet recipes for a  vegetarian and  vegan thanksgiving  by  jerryjamesstone,1,24,15,11/21/2011 4:58,"Links, Ideas and Conversation from the TreeHugger hive mind, the latest in modern green.",48027,351751,707,5846,5/3/2008 4:09,FALSE,TRUE,TreeHugger,"New York, USA",en,14634720,13946,FALSE,2,1
TreeHugger,curry and maple sweet potato soup for  christmas dinner    vegan  recipe by  jerryjamesstone,2,6,7,12/23/2011 10:06,"Links, Ideas and Conversation from the TreeHugger hive mind, the latest in modern green.",48027,351751,707,5846,5/3/2008 4:09,FALSE,TRUE,TreeHugger,"New York, USA",en,14634720,13946,FALSE,3,1
TreeHugger,we agree with mirra from  perennialplate  eating a salad doesn t make one a jerk    vegetarian  vegan,1,5,NA,8/9/2011 1:50,"Links, Ideas and Conversation from the TreeHugger hive mind, the latest in modern green.",48027,351751,707,5846,5/3/2008 4:09,FALSE,TRUE,TreeHugger,"New York, USA",en,14634720,13946,FALSE,2,1
Tricia002,a menu fit for a mogul  chk out  unclerush  sipchatchow  vegan ,3,4,2,12/9/2011 23:22,"Entrepreneur, Co-founder/CEO of @Narrative_ , A Twin, Cultural Arbiter, Author, Ms. MacGyver, Believer in Magic & Superpowers #sipchatchow",6895,4907,447,748,4/3/2009 14:02,FALSE,FALSE,Tricia002,NYC,en,28568156,144,FALSE,2,1
Troptraditions,homemade honey chocolate  use in molds  form into bars  dip strawberries into   vegan    dairy free variations also ,NA,4,2,2/19/2011 1:34,"America's Source for Coconut Oil! Also Grass-fed meat, soy-free eggs, organic skin care.  Follow us for  FREE giveaways, FREE coupons and daily healthy recipes.",27110,55980,218,33324,2/20/2009 0:34,FALSE,FALSE,Troptraditions,USA,en,21357741,1074,FALSE,2,1
TrueNorthVegan, torontoveg had the  veggielicious special at  sadiesdiner for lunch  a  peach and mango  smoothie and  vegan rancheros  yum ,NA,2,1,4/11/2011 22:45,<f0><U+009F><U+00A4><U+0093>nerdy-ass<f0><U+009F><U+00A5><U+00A6> #vegan <f0><U+009F><U+008C><U+00BF><f0><U+009F><U+0098><U+00BE><f0><U+009F><U+0090><U+00B6> mama <f0><U+009F><U+008E><U+00B2>#Critter. Mod for @CritRoleFanClub   Pronouns: she/her,3798,523,4286,464,1/21/2009 16:38,FALSE,FALSE,TrueNorthVegan,"Tobermory, Ontario, Canada",en,19294654,29,FALSE,2,0
TryVeg,3 days til  dcvegfest   3 days to build up your stomach elasticity for chowing down on  vegan    vegetarian goodies ,NA,4,1,9/21/2011 23:05,Compassion Over Killing: We are a national voice for farmed animals. Follow us today & join our efforts to build a kinder tomorrow.,11025,44662,12879,1530,1/22/2009 21:46,FALSE,TRUE,TryVeg,"Washington, DC",en,19363528,699,FALSE,2,1
TryVeg,any vegans want to help a grad student s research on  vegan  nutrition  take this survey  if you have time  ,3,9,2,10/1/2011 23:55,Compassion Over Killing: We are a national voice for farmed animals. Follow us today & join our efforts to build a kinder tomorrow.,11025,44662,12879,1530,1/22/2009 21:46,FALSE,TRUE,TryVeg,"Washington, DC",en,19363528,699,FALSE,2,1
TryVeg,help compassion over killing advance to win funding from  microist by voting today    vegetarian  vegan  animalrights,NA,4,1,9/16/2011 22:01,Compassion Over Killing: We are a national voice for farmed animals. Follow us today & join our efforts to build a kinder tomorrow.,11025,44662,12879,1530,1/22/2009 21:46,FALSE,TRUE,TryVeg,"Washington, DC",en,19363528,699,FALSE,3,1
tsemtulku,i had my personal doctor come up with 30 very clean healing food recipes  very easy to do    tsemttulku  buddhism  vegan,NA,NA,2,1/6/2011 1:43,"Taiwan-born, recognised@8mths, sent 2 USA@7yrs,met 1stGuru@8yrs, left home@16yrs, RootGuru Zong Rinpoche, ordained by HH Dalai Lama, trying my best 2help others",47436,165208,594,181,3/6/2009 13:57,FALSE,TRUE,tsemtulku,USA,en,23065876,518,FALSE,3,1
TxVegFest,listen up  y all  rt   help us show texas how we do  vegan in the lone star state on march 31  2012 at fiesta gardens  ,NA,5,NA,11/8/2011 2:23,"A statewide festival promoting and celebrating plant-based diets and cruelty-free lifestyles on April 1, 2017 at Fiesta Gardens in Austin, TX. #TXVF",1118,2747,114,1657,1/29/2011 15:16,FALSE,FALSE,TxVegFest,"Austin, Texas",en,244545159,84,FALSE,1,1
udisglutenfree, vegan and  glutenfree chai carrot pear muffins  yum   via  marlameridith,1,5,3,12/29/2011 1:50,Fresh baked tweets from Colorado! Join us and discover a new way to approach #glutenfree living!,34389,126409,42493,10973,8/19/2009 3:04,FALSE,TRUE,udisglutenfree,"Boulder, Colorado",en,66892168,1815,FALSE,2,1
udisglutenfree, glutenfree and  vegan scalloped potatoes  recipe      via  tastyeatsathome ,1,4,4,12/23/2011 0:55,Fresh baked tweets from Colorado! Join us and discover a new way to approach #glutenfree living!,34389,126409,42493,10973,8/19/2009 3:04,FALSE,TRUE,udisglutenfree,"Boulder, Colorado",en,66892168,1815,FALSE,2,1
ugwellness,new blog  when vegans attack    underground wellness   realfood  vegan  paleo  lowcarb,NA,NA,2,2/23/2011 1:20,@Health Podcaster. King of the #JERF. Author. Speaker. And straight up NERD.,11719,21398,400,203,1/2/2009 2:53,FALSE,FALSE,ugwellness,"San Diego, CA ",en,18543419,850,FALSE,4,1
ugwellness,low sex drive  maybe it s the soy  peep this radio show   sex and the soybean    jerf  soy  vegan,NA,8,1,10/15/2011 23:57,@Health Podcaster. King of the #JERF. Author. Speaker. And straight up NERD.,11719,21398,400,203,1/2/2009 2:53,FALSE,FALSE,ugwellness,"San Diego, CA ",en,18543419,850,FALSE,3,1
ugwellness,new video  just eat real food       realfood  paleo  diet  health  rawfood  vegan,NA,3,3,5/18/2011 5:34,@Health Podcaster. King of the #JERF. Author. Speaker. And straight up NERD.,11719,21398,400,203,1/2/2009 2:53,FALSE,FALSE,ugwellness,"San Diego, CA ",en,18543419,850,FALSE,6,1
unCooking101, recipe  raspberry chocolate pudding  gluten free  dairy free  guilt free  practically negative calories    vegan  rawfood,NA,1,1,3/9/2011 17:37,Uncooking 101: Recipes & Ideas for Simple Living | (Raw *ought* to be simple!) Eva: Adventurer | Trouble-Maker | Teacher | Raw! | Vegan (Whoot!) | Thankful!,1087,1906,0,696,7/17/2009 12:32,FALSE,FALSE,unCooking101,"Brazil, MV or Jax FL!",en,57630506,76,FALSE,2,1
unCooking101, recipe  wow  ridiculously enticing chocolate bar   the  better than cadbury fruit   nut bar    rawfood  vegan  recipe,NA,2,1,2/12/2011 20:03,Uncooking 101: Recipes & Ideas for Simple Living | (Raw *ought* to be simple!) Eva: Adventurer | Trouble-Maker | Teacher | Raw! | Vegan (Whoot!) | Thankful!,1087,1906,0,696,7/17/2009 12:32,FALSE,FALSE,unCooking101,"Brazil, MV or Jax FL!",en,57630506,76,FALSE,3,1
unCooking101, recipe  mexican spiced brownies  this one comes to us from  rawjudita   thanks so much for sharing   rawfood  vegan,NA,3,NA,5/9/2011 21:04,Uncooking 101: Recipes & Ideas for Simple Living | (Raw *ought* to be simple!) Eva: Adventurer | Trouble-Maker | Teacher | Raw! | Vegan (Whoot!) | Thankful!,1087,1906,0,696,7/17/2009 12:32,FALSE,FALSE,unCooking101,"Brazil, MV or Jax FL!",en,57630506,76,FALSE,2,1
unhappycanuck,finished a batch of uber amazing  raw  chocolate date balls     healthy  vegan treats for the week   cont  ,NA,2,1,11/28/2011 0:12,Wake Up Canada / job of politicians is to divide,8008,9078,8058,1234,4/19/2009 2:19,FALSE,FALSE,unhappycanuck,Canada,en,33096933,212,FALSE,3,2
United_People, d m reynolds     joined via  earthactivists     now  vegetarian going  vegan    ,NA,2,1,12/12/2011 22:08,Make Earth A Paradise,37740,1101,172,159,11/18/2009 12:14,FALSE,FALSE,United_People,Earth,en,90856902,119,FALSE,2,0
Urban_Zen,sustainable wellness  8 amazing  vegan vacations in the united states     via  onegreenplanet,1,2,1,7/8/2011 7:45,A philosophy of living inspired by Donna Karan.,22407,31518,4043,386,2/19/2009 19:12,FALSE,TRUE,Urban_Zen,NYC,en,21328726,977,FALSE,1,1
UrbanOrganicGar,rt  onegreenplanet  5 homemade natural energy drinks for your workout    one green planet     vegan  green,NA,NA,2,10/10/2011 21:20,"Practical container gardening tips to grow your own food so you can avoid toxic pesticides, eat healthier and not feel limited by your lack of experience",49346,11077,18,3469,10/15/2008 12:48,FALSE,FALSE,UrbanOrganicGar,"Los Angeles, CA",en,16781168,915,FALSE,2,1
USJobCreation,design your own vegan twinkle moccasins by soft star shoes  available at    vegan  shoes  madeinusa,NA,1,1,9/24/2011 8:56,Look for tweets telling you about different Made In USA products.  Lets get Americans back to work.,46276,1836,5,2007,10/22/2010 23:23,FALSE,FALSE,USJobCreation,"Brownsburg, Indiana",en,206428391,296,FALSE,3,1
VampyrisVixen, vegan because smashing babies to death against a cement floor is wrong ,1,3,1,9/19/2011 14:52,,555,429,491,883,7/14/2009 16:01,FALSE,FALSE,VampyrisVixen,"Vancouver, Canada",en,56733349,31,FALSE,1,0
VampyrisVixen, vegan because forcing cows to be perpetually pregnant and then taking their newborn babies away from them is wrong ,NA,2,1,9/19/2011 14:54,,555,429,491,883,7/14/2009 16:01,FALSE,FALSE,VampyrisVixen,"Vancouver, Canada",en,56733349,31,FALSE,1,0
Veg_Ezy_,heart attacks    god s revenge for eating his little animal friends   author unknown  vegetarianquotes  vegetarian  vegan  quotes,1,3,2,12/26/2011 21:52,"Plant based mostly raw vegan, Cornell University Certified in Plant-Based Nutrition. Passionate about animals health & gardening. husband is Dr. @princedallas8",29800,50022,16264,41803,8/17/2009 23:03,FALSE,FALSE,Veg_Ezy_,California & Texas,en,66517388,579,FALSE,4,0
vegaliciouslena,still the best  vegan macaroni and cheese recipe i ve ever had  also  gf  glutenfree ,NA,1,1,11/29/2011 20:54,Vegan Living is Delicious!,6029,950,23,191,9/17/2010 0:17,FALSE,FALSE,vegaliciouslena,"Longview, WA",en,191651668,88,FALSE,3,1
vegan,six new  vegan books  all published since january 1st  ,NA,2,1,3/19/2011 1:43,"The https://t.co/uylXXXbBpu Twitter feed. <f0><U+009F><U+00A5><U+00A6>
Copyright Mocana Productions, Inc.",23461,246217,3047,356,4/19/2009 22:02,FALSE,FALSE,vegan,,en,33323849,2208,FALSE,1,1
vegan,usda  beef   pork prices to increase more than 6 5 percent this year    beef  pork  vegan,NA,4,1,4/27/2011 1:54,"The https://t.co/uylXXXbBpu Twitter feed. <f0><U+009F><U+00A5><U+00A6>
Copyright Mocana Productions, Inc.",23461,246217,3047,356,4/19/2009 22:02,FALSE,FALSE,vegan,,en,33323849,2208,FALSE,3,1
Vegan_Beauty,i m seriously in  w   mulondon s divine  vegan skincare line  especially the white chocolate truffle face moisturizer  ,1,1,2,7/29/2011 3:18,"Vegan beauty & lifestyle guru. 
Glitter-obsessed crazy cat lady. 
My latest book ""The Compassionate Chick's Guide to DIY Beauty"": https://t.co/LEBE87yB76",22092,25689,4807,358,9/28/2009 3:05,FALSE,FALSE,Vegan_Beauty,"Portland, OR",en,77908802,694,FALSE,1,1
Vegan_Beauty,the ultimate  vegan lip balm recipe courtesy of  veganhedgehog  vegan beauty review ,NA,4,2,6/8/2011 4:58,"Vegan beauty & lifestyle guru. 
Glitter-obsessed crazy cat lady. 
My latest book ""The Compassionate Chick's Guide to DIY Beauty"": https://t.co/LEBE87yB76",22092,25689,4807,358,9/28/2009 3:05,FALSE,FALSE,Vegan_Beauty,"Portland, OR",en,77908802,694,FALSE,1,1
Vegan_Beauty,cruelty free lips  check out my top picks for  vegan lip balms on  onegreenplanet  ,NA,6,NA,4/4/2011 4:57,"Vegan beauty & lifestyle guru. 
Glitter-obsessed crazy cat lady. 
My latest book ""The Compassionate Chick's Guide to DIY Beauty"": https://t.co/LEBE87yB76",22092,25689,4807,358,9/28/2009 3:05,FALSE,FALSE,Vegan_Beauty,"Portland, OR",en,77908802,694,FALSE,1,1
Vegan_Beauty,giveaway   vegan skincare holiday gift basket from  derma e on vbr  ,NA,5,NA,12/6/2011 5:08,"Vegan beauty & lifestyle guru. 
Glitter-obsessed crazy cat lady. 
My latest book ""The Compassionate Chick's Guide to DIY Beauty"": https://t.co/LEBE87yB76",22092,25689,4807,358,9/28/2009 3:05,FALSE,FALSE,Vegan_Beauty,"Portland, OR",en,77908802,694,FALSE,1,1
Vegan_Beauty,if your hair seems to be shedding a lot more than usual  and you re  vegan   please read this  ,1,5,NA,8/18/2011 3:53,"Vegan beauty & lifestyle guru. 
Glitter-obsessed crazy cat lady. 
My latest book ""The Compassionate Chick's Guide to DIY Beauty"": https://t.co/LEBE87yB76",22092,25689,4807,358,9/28/2009 3:05,FALSE,FALSE,Vegan_Beauty,"Portland, OR",en,77908802,694,FALSE,1,1
Vegan_Beauty,today s the last day to enter vbr s sun chlorella cream  vegan  giveaway    75 value   vegan beauty review ,NA,8,NA,3/23/2011 3:58,"Vegan beauty & lifestyle guru. 
Glitter-obsessed crazy cat lady. 
My latest book ""The Compassionate Chick's Guide to DIY Beauty"": https://t.co/LEBE87yB76",22092,25689,4807,358,9/28/2009 3:05,FALSE,FALSE,Vegan_Beauty,"Portland, OR",en,77908802,694,FALSE,2,1
Vegan_Beauty,soulstice nail polish review   giveaway   crueltyfree  vegan ,1,3,1,11/29/2011 4:30,"Vegan beauty & lifestyle guru. 
Glitter-obsessed crazy cat lady. 
My latest book ""The Compassionate Chick's Guide to DIY Beauty"": https://t.co/LEBE87yB76",22092,25689,4807,358,9/28/2009 3:05,FALSE,FALSE,Vegan_Beauty,"Portland, OR",en,77908802,694,FALSE,2,1
vegan_effect,just in case anyone was wondering   the vegetarian recipe club  is all  vegan   ,NA,2,2,8/4/2011 0:52,"Mother | Vegan | Earthling <f0><U+009F><U+0092><U+009A>
Founder & Organiser of #welshveganwinterfest2019
@welshveganwfest @protectapup https://t.co/I9dmEUZB1s <U+2661>
https://t.co/0BKv9tWlOY <U+2661>",15576,25874,12450,21678,6/17/2011 11:54,FALSE,FALSE,vegan_effect,"Cardiff, Wales",en,318995873,349,FALSE,1,1
vegan_effect,do you love animals  then please tweet this video  and encourage the world to go  vegan ,NA,6,NA,11/2/2011 20:43,"Mother | Vegan | Earthling <f0><U+009F><U+0092><U+009A>
Founder & Organiser of #welshveganwinterfest2019
@welshveganwfest @protectapup https://t.co/I9dmEUZB1s <U+2661>
https://t.co/0BKv9tWlOY <U+2661>",15576,25874,12450,21678,6/17/2011 11:54,FALSE,FALSE,vegan_effect,"Cardiff, Wales",en,318995873,349,FALSE,1,1
vegan_effect,for those of you who get well jel  at my housemates  vegan cupcakes   here s the recipe     ,1,NA,2,11/9/2011 22:25,"Mother | Vegan | Earthling <f0><U+009F><U+0092><U+009A>
Founder & Organiser of #welshveganwinterfest2019
@welshveganwfest @protectapup https://t.co/I9dmEUZB1s <U+2661>
https://t.co/0BKv9tWlOY <U+2661>",15576,25874,12450,21678,6/17/2011 11:54,FALSE,FALSE,vegan_effect,"Cardiff, Wales",en,318995873,349,FALSE,1,1
vegan_health,dr  t  colin campbell s  the china study  reducing risk of disease through a vegan diet  2  vegan ,NA,1,1,1/13/2011 19:16,Advice and information about my vegan diet,6357,4298,13,3736,8/18/2009 2:04,FALSE,FALSE,vegan_health,"Berkeley, CA",en,66564236,212,FALSE,1,1
vegan_patty,being vegan isn t about what you eat  it s about embracing justice  non violence  and compassion for all sentient beings   vegan,NA,9,2,11/2/2011 18:35,Vegan and animal advocate who loves to cook and eat good whole food. I care for a husband and two amazing greyhounds.,1367,154,52,180,8/31/2011 18:10,FALSE,FALSE,vegan_patty,,en,365596658,4,FALSE,1,0
Vegan_Shorts,tag your  vegan blog posts  get listed in a new vegan directory and shorten the url at the same time    choose more options ,NA,11,1,4/8/2011 16:10,Shrink your vegan link and archive it!,4563,495,1,301,4/3/2011 0:49,FALSE,FALSE,Vegan_Shorts,,en,276265114,27,FALSE,1,1
veganbackpacker,rt  shereentrvlschp  alaskaair offers a delicious  vegan and gluten free snack pack to its hungry passengers    travel,NA,2,NA,3/14/2011 7:01,Two vegan backpackers eating their way around the world,743,7800,0,2178,1/14/2010 12:11,FALSE,FALSE,veganbackpacker,Canada,en,104793207,319,FALSE,2,1
VeganBakeOff,don t miss out on a bunch o delicious  vegan cookies at tva this saturday  1 4pm  17 baldwin st ,NA,2,1,12/6/2011 3:04,"The 9th Annual Totally Fabulous Vegan Bake-Off takes place March 19, 2017 at Artscape's Wychwood Barn! Powered by @TorontoVeg",950,944,139,462,11/1/2011 18:28,FALSE,FALSE,VeganBakeOff,"Toronto, Ontario",en,402887759,31,FALSE,1,0
Veganbaking,awesome  rt  nothoney  made  vegan butter last night it s fantastic   get the recipes  ,1,1,1,7/15/2011 19:51,"Learn the hows and whys of vegan baking with recipes, guides, tips and forums. Become a better vegan baker!",1639,7547,6,1672,10/27/2008 3:06,FALSE,FALSE,Veganbaking,Your Kitchen,en,16991671,324,FALSE,1,2
Veganbaking,hold the butter and eggs please  10 vegan desserts from  veganbaking  ohsheglows  eatingbirdfood   vegan ,NA,2,3,5/15/2011 23:32,"Learn the hows and whys of vegan baking with recipes, guides, tips and forums. Become a better vegan baker!",1639,7547,6,1672,10/27/2008 3:06,FALSE,FALSE,Veganbaking,Your Kitchen,en,16991671,324,FALSE,1,1
Veganbaking,rt raquellee a must know for any  vegan baked good wanting to avoid the curse of denseness that plagues vegan treats ,NA,NA,3,2/19/2011 2:25,"Learn the hows and whys of vegan baking with recipes, guides, tips and forums. Become a better vegan baker!",1639,7547,6,1672,10/27/2008 3:06,FALSE,FALSE,Veganbaking,Your Kitchen,en,16991671,324,FALSE,1,1
